interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,location,solar
2023-01-09T00:00:00-08:00,2023-01-09T08:00:00+00:00,2023-01-10T00:00:00-08:00,2023-01-10T08:00:00+00:00,CAISO,17780.48869
2023-01-09T00:00:00-08:00,2023-01-09T08:00:00+00:00,2023-01-10T00:00:00-08:00,2023-01-10T08:00:00+00:00,NP15,564.40239
2023-01-09T00:00:00-08:00,2023-01-09T08:00:00+00:00,2023-01-10T00:00:00-08:00,2023-01-10T08:00:00+00:00,SP15,16726.0787
2023-01-09T00:00:00-08:00,2023-01-09T08:00:00+00:00,2023-01-10T00:00:00-08:00,2023-01-10T08:00:00+00:00,ZP26,490.0076
2023-01-10T00:00:00-08:00,2023-01-10T08:00:00+00:00,2023-01-11T00:00:00-08:00,2023-01-11T08:00:00+00:00,CAISO,44074.66034
2023-01-10T00:00:00-08:00,2023-01-10T08:00:00+00:00,2023-01-11T00:00:00-08:00,2023-01-11T08:00:00+00:00,NP15,5254.30197
2023-01-10T00:00:00-08:00,2023-01-10T08:00:00+00:00,2023-01-11T00:00:00-08:00,2023-01-11T08:00:00+00:00,SP15,33609.89879
2023-01-10T00:00:00-08:00,2023-01-10T08:00:00+00:00,2023-01-11T00:00:00-08:00,2023-01-11T08:00:00+00:00,ZP26,5210.45958
2023-01-11T00:00:00-08:00,2023-01-11T08:00:00+00:00,2023-01-12T00:00:00-08:00,2023-01-12T08:00:00+00:00,CAISO,40007.01604
2023-01-11T00:00:00-08:00,2023-01-11T08:00:00+00:00,2023-01-12T00:00:00-08:00,2023-01-12T08:00:00+00:00,NP15,1803.73508
2023-01-11T00:00:00-08:00,2023-01-11T08:00:00+00:00,2023-01-12T00:00:00-08:00,2023-01-12T08:00:00+00:00,SP15,35552.55812
2023-01-11T00:00:00-08:00,2023-01-11T08:00:00+00:00,2023-01-12T00:00:00-08:00,2023-01-12T08:00:00+00:00,ZP26,2650.72284
2023-01-12T00:00:00-08:00,2023-01-12T08:00:00+00:00,2023-01-13T00:00:00-08:00,2023-01-13T08:00:00+00:00,CAISO,51842.60322
2023-01-12T00:00:00-08:00,2023-01-12T08:00:00+00:00,2023-01-13T00:00:00-08:00,2023-01-13T08:00:00+00:00,NP15,6061.21054
2023-01-12T00:00:00-08:00,2023-01-12T08:00:00+00:00,2023-01-13T00:00:00-08:00,2023-01-13T08:00:00+00:00,SP15,38839.24053
2023-01-12T00:00:00-08:00,2023-01-12T08:00:00+00:00,2023-01-13T00:00:00-08:00,2023-01-13T08:00:00+00:00,ZP26,6942.15215
2023-01-13T00:00:00-08:00,2023-01-13T08:00:00+00:00,2023-01-14T00:00:00-08:00,2023-01-14T08:00:00+00:00,CAISO,40426.75186
2023-01-13T00:00:00-08:00,2023-01-13T08:00:00+00:00,2023-01-14T00:00:00-08:00,2023-01-14T08:00:00+00:00,NP15,4376.72781
2023-01-13T00:00:00-08:00,2023-01-13T08:00:00+00:00,2023-01-14T00:00:00-08:00,2023-01-14T08:00:00+00:00,SP15,31640.62433
2023-01-13T00:00:00-08:00,2023-01-13T08:00:00+00:00,2023-01-14T00:00:00-08:00,2023-01-14T08:00:00+00:00,ZP26,4409.39972
2023-01-14T00:00:00-08:00,2023-01-14T08:00:00+00:00,2023-01-15T00:00:00-08:00,2023-01-15T08:00:00+00:00,CAISO,10310.60582
2023-01-14T00:00:00-08:00,2023-01-14T08:00:00+00:00,2023-01-15T00:00:00-08:00,2023-01-15T08:00:00+00:00,NP15,1404.34279
2023-01-14T00:00:00-08:00,2023-01-14T08:00:00+00:00,2023-01-15T00:00:00-08:00,2023-01-15T08:00:00+00:00,SP15,7988.59791
2023-01-14T00:00:00-08:00,2023-01-14T08:00:00+00:00,2023-01-15T00:00:00-08:00,2023-01-15T08:00:00+00:00,ZP26,917.66512
2023-01-15T00:00:00-08:00,2023-01-15T08:00:00+00:00,2023-01-16T00:00:00-08:00,2023-01-16T08:00:00+00:00,CAISO,21970.36662
2023-01-15T00:00:00-08:00,2023-01-15T08:00:00+00:00,2023-01-16T00:00:00-08:00,2023-01-16T08:00:00+00:00,NP15,1712.43787
2023-01-15T00:00:00-08:00,2023-01-15T08:00:00+00:00,2023-01-16T00:00:00-08:00,2023-01-16T08:00:00+00:00,SP15,18086.49078
2023-01-15T00:00:00-08:00,2023-01-15T08:00:00+00:00,2023-01-16T00:00:00-08:00,2023-01-16T08:00:00+00:00,ZP26,2171.43797
2023-01-16T00:00:00-08:00,2023-01-16T08:00:00+00:00,2023-01-17T00:00:00-08:00,2023-01-17T08:00:00+00:00,CAISO,45119.10913
2023-01-16T00:00:00-08:00,2023-01-16T08:00:00+00:00,2023-01-17T00:00:00-08:00,2023-01-17T08:00:00+00:00,NP15,4350.93968
2023-01-16T00:00:00-08:00,2023-01-16T08:00:00+00:00,2023-01-17T00:00:00-08:00,2023-01-17T08:00:00+00:00,SP15,34812.19116
2023-01-16T00:00:00-08:00,2023-01-16T08:00:00+00:00,2023-01-17T00:00:00-08:00,2023-01-17T08:00:00+00:00,ZP26,5955.97829
2023-01-17T00:00:00-08:00,2023-01-17T08:00:00+00:00,2023-01-18T00:00:00-08:00,2023-01-18T08:00:00+00:00,CAISO,61647.32322
2023-01-17T00:00:00-08:00,2023-01-17T08:00:00+00:00,2023-01-18T00:00:00-08:00,2023-01-18T08:00:00+00:00,NP15,7542.01082
2023-01-17T00:00:00-08:00,2023-01-17T08:00:00+00:00,2023-01-18T00:00:00-08:00,2023-01-18T08:00:00+00:00,SP15,47811.00333
2023-01-17T00:00:00-08:00,2023-01-17T08:00:00+00:00,2023-01-18T00:00:00-08:00,2023-01-18T08:00:00+00:00,ZP26,6294.30907
2023-01-18T00:00:00-08:00,2023-01-18T08:00:00+00:00,2023-01-19T00:00:00-08:00,2023-01-19T08:00:00+00:00,CAISO,66869.60358
2023-01-18T00:00:00-08:00,2023-01-18T08:00:00+00:00,2023-01-19T00:00:00-08:00,2023-01-19T08:00:00+00:00,NP15,8555.92177
2023-01-18T00:00:00-08:00,2023-01-18T08:00:00+00:00,2023-01-19T00:00:00-08:00,2023-01-19T08:00:00+00:00,SP15,51511.91633
2023-01-18T00:00:00-08:00,2023-01-18T08:00:00+00:00,2023-01-19T00:00:00-08:00,2023-01-19T08:00:00+00:00,ZP26,6801.76548
2023-01-19T00:00:00-08:00,2023-01-19T08:00:00+00:00,2023-01-20T00:00:00-08:00,2023-01-20T08:00:00+00:00,CAISO,52276.79992
2023-01-19T00:00:00-08:00,2023-01-19T08:00:00+00:00,2023-01-20T00:00:00-08:00,2023-01-20T08:00:00+00:00,NP15,6888.78908
2023-01-19T00:00:00-08:00,2023-01-19T08:00:00+00:00,2023-01-20T00:00:00-08:00,2023-01-20T08:00:00+00:00,SP15,39439.53674
2023-01-19T00:00:00-08:00,2023-01-19T08:00:00+00:00,2023-01-20T00:00:00-08:00,2023-01-20T08:00:00+00:00,ZP26,5948.4741
2023-01-20T00:00:00-08:00,2023-01-20T08:00:00+00:00,2023-01-21T00:00:00-08:00,2023-01-21T08:00:00+00:00,CAISO,72532.33186
2023-01-20T00:00:00-08:00,2023-01-20T08:00:00+00:00,2023-01-21T00:00:00-08:00,2023-01-21T08:00:00+00:00,NP15,10063.80451
2023-01-20T00:00:00-08:00,2023-01-20T08:00:00+00:00,2023-01-21T00:00:00-08:00,2023-01-21T08:00:00+00:00,SP15,53313.69023
2023-01-20T00:00:00-08:00,2023-01-20T08:00:00+00:00,2023-01-21T00:00:00-08:00,2023-01-21T08:00:00+00:00,ZP26,9154.83712
2023-01-21T00:00:00-08:00,2023-01-21T08:00:00+00:00,2023-01-22T00:00:00-08:00,2023-01-22T08:00:00+00:00,CAISO,67916.33364
2023-01-21T00:00:00-08:00,2023-01-21T08:00:00+00:00,2023-01-22T00:00:00-08:00,2023-01-22T08:00:00+00:00,NP15,9260.23601
2023-01-21T00:00:00-08:00,2023-01-21T08:00:00+00:00,2023-01-22T00:00:00-08:00,2023-01-22T08:00:00+00:00,SP15,52729.5899
2023-01-21T00:00:00-08:00,2023-01-21T08:00:00+00:00,2023-01-22T00:00:00-08:00,2023-01-22T08:00:00+00:00,ZP26,5926.50773
2023-01-22T00:00:00-08:00,2023-01-22T08:00:00+00:00,2023-01-23T00:00:00-08:00,2023-01-23T08:00:00+00:00,CAISO,67750.39843
2023-01-22T00:00:00-08:00,2023-01-22T08:00:00+00:00,2023-01-23T00:00:00-08:00,2023-01-23T08:00:00+00:00,NP15,9292.57981
2023-01-22T00:00:00-08:00,2023-01-22T08:00:00+00:00,2023-01-23T00:00:00-08:00,2023-01-23T08:00:00+00:00,SP15,51246.73447
2023-01-22T00:00:00-08:00,2023-01-22T08:00:00+00:00,2023-01-23T00:00:00-08:00,2023-01-23T08:00:00+00:00,ZP26,7211.08415
2023-01-23T00:00:00-08:00,2023-01-23T08:00:00+00:00,2023-01-24T00:00:00-08:00,2023-01-24T08:00:00+00:00,CAISO,78704.16342
2023-01-23T00:00:00-08:00,2023-01-23T08:00:00+00:00,2023-01-24T00:00:00-08:00,2023-01-24T08:00:00+00:00,NP15,10789.46455
2023-01-23T00:00:00-08:00,2023-01-23T08:00:00+00:00,2023-01-24T00:00:00-08:00,2023-01-24T08:00:00+00:00,SP15,57017.5998
2023-01-23T00:00:00-08:00,2023-01-23T08:00:00+00:00,2023-01-24T00:00:00-08:00,2023-01-24T08:00:00+00:00,ZP26,10897.09907
2023-01-24T00:00:00-08:00,2023-01-24T08:00:00+00:00,2023-01-25T00:00:00-08:00,2023-01-25T08:00:00+00:00,CAISO,82361.95434
2023-01-24T00:00:00-08:00,2023-01-24T08:00:00+00:00,2023-01-25T00:00:00-08:00,2023-01-25T08:00:00+00:00,NP15,10505.10805
2023-01-24T00:00:00-08:00,2023-01-24T08:00:00+00:00,2023-01-25T00:00:00-08:00,2023-01-25T08:00:00+00:00,SP15,61368.61518
2023-01-24T00:00:00-08:00,2023-01-24T08:00:00+00:00,2023-01-25T00:00:00-08:00,2023-01-25T08:00:00+00:00,ZP26,10488.23111
2023-01-25T00:00:00-08:00,2023-01-25T08:00:00+00:00,2023-01-26T00:00:00-08:00,2023-01-26T08:00:00+00:00,CAISO,81519.85381
2023-01-25T00:00:00-08:00,2023-01-25T08:00:00+00:00,2023-01-26T00:00:00-08:00,2023-01-26T08:00:00+00:00,NP15,10591.69643
2023-01-25T00:00:00-08:00,2023-01-25T08:00:00+00:00,2023-01-26T00:00:00-08:00,2023-01-26T08:00:00+00:00,SP15,60599.44878
2023-01-25T00:00:00-08:00,2023-01-25T08:00:00+00:00,2023-01-26T00:00:00-08:00,2023-01-26T08:00:00+00:00,ZP26,10328.7086
2023-01-26T00:00:00-08:00,2023-01-26T08:00:00+00:00,2023-01-27T00:00:00-08:00,2023-01-27T08:00:00+00:00,CAISO,83577.24358
2023-01-26T00:00:00-08:00,2023-01-26T08:00:00+00:00,2023-01-27T00:00:00-08:00,2023-01-27T08:00:00+00:00,NP15,10520.00351
2023-01-26T00:00:00-08:00,2023-01-26T08:00:00+00:00,2023-01-27T00:00:00-08:00,2023-01-27T08:00:00+00:00,SP15,61384.04582
2023-01-26T00:00:00-08:00,2023-01-26T08:00:00+00:00,2023-01-27T00:00:00-08:00,2023-01-27T08:00:00+00:00,ZP26,11673.19425
2023-01-27T00:00:00-08:00,2023-01-27T08:00:00+00:00,2023-01-28T00:00:00-08:00,2023-01-28T08:00:00+00:00,CAISO,83411.2834
2023-01-27T00:00:00-08:00,2023-01-27T08:00:00+00:00,2023-01-28T00:00:00-08:00,2023-01-28T08:00:00+00:00,NP15,9813.77693
2023-01-27T00:00:00-08:00,2023-01-27T08:00:00+00:00,2023-01-28T00:00:00-08:00,2023-01-28T08:00:00+00:00,SP15,62093.79428
2023-01-27T00:00:00-08:00,2023-01-27T08:00:00+00:00,2023-01-28T00:00:00-08:00,2023-01-28T08:00:00+00:00,ZP26,11503.71219
2023-01-28T00:00:00-08:00,2023-01-28T08:00:00+00:00,2023-01-29T00:00:00-08:00,2023-01-29T08:00:00+00:00,CAISO,76479.50673
2023-01-28T00:00:00-08:00,2023-01-28T08:00:00+00:00,2023-01-29T00:00:00-08:00,2023-01-29T08:00:00+00:00,NP15,6436.91684
2023-01-28T00:00:00-08:00,2023-01-28T08:00:00+00:00,2023-01-29T00:00:00-08:00,2023-01-29T08:00:00+00:00,SP15,62375.56132
2023-01-28T00:00:00-08:00,2023-01-28T08:00:00+00:00,2023-01-29T00:00:00-08:00,2023-01-29T08:00:00+00:00,ZP26,7667.02857
2023-01-29T00:00:00-08:00,2023-01-29T08:00:00+00:00,2023-01-30T00:00:00-08:00,2023-01-30T08:00:00+00:00,CAISO,66700.2074
2023-01-29T00:00:00-08:00,2023-01-29T08:00:00+00:00,2023-01-30T00:00:00-08:00,2023-01-30T08:00:00+00:00,NP15,5339.11472
2023-01-29T00:00:00-08:00,2023-01-29T08:00:00+00:00,2023-01-30T00:00:00-08:00,2023-01-30T08:00:00+00:00,SP15,55613.26539
2023-01-29T00:00:00-08:00,2023-01-29T08:00:00+00:00,2023-01-30T00:00:00-08:00,2023-01-30T08:00:00+00:00,ZP26,5747.82729
2023-01-30T00:00:00-08:00,2023-01-30T08:00:00+00:00,2023-01-31T00:00:00-08:00,2023-01-31T08:00:00+00:00,CAISO,46167.25843
2023-01-30T00:00:00-08:00,2023-01-30T08:00:00+00:00,2023-01-31T00:00:00-08:00,2023-01-31T08:00:00+00:00,NP15,11383.0836
2023-01-30T00:00:00-08:00,2023-01-30T08:00:00+00:00,2023-01-31T00:00:00-08:00,2023-01-31T08:00:00+00:00,SP15,25515.57125
2023-01-30T00:00:00-08:00,2023-01-30T08:00:00+00:00,2023-01-31T00:00:00-08:00,2023-01-31T08:00:00+00:00,ZP26,9268.60358
2023-01-31T00:00:00-08:00,2023-01-31T08:00:00+00:00,2023-02-01T00:00:00-08:00,2023-02-01T08:00:00+00:00,CAISO,71404.33623
2023-01-31T00:00:00-08:00,2023-01-31T08:00:00+00:00,2023-02-01T00:00:00-08:00,2023-02-01T08:00:00+00:00,NP15,10869.20527
2023-01-31T00:00:00-08:00,2023-01-31T08:00:00+00:00,2023-02-01T00:00:00-08:00,2023-02-01T08:00:00+00:00,SP15,49261.62146
2023-01-31T00:00:00-08:00,2023-01-31T08:00:00+00:00,2023-02-01T00:00:00-08:00,2023-02-01T08:00:00+00:00,ZP26,11273.5095
2023-02-01T00:00:00-08:00,2023-02-01T08:00:00+00:00,2023-02-02T00:00:00-08:00,2023-02-02T08:00:00+00:00,CAISO,85172.32575
2023-02-01T00:00:00-08:00,2023-02-01T08:00:00+00:00,2023-02-02T00:00:00-08:00,2023-02-02T08:00:00+00:00,NP15,10538.27437
2023-02-01T00:00:00-08:00,2023-02-01T08:00:00+00:00,2023-02-02T00:00:00-08:00,2023-02-02T08:00:00+00:00,SP15,62943.22829
2023-02-01T00:00:00-08:00,2023-02-01T08:00:00+00:00,2023-02-02T00:00:00-08:00,2023-02-02T08:00:00+00:00,ZP26,11690.82309
2023-02-02T00:00:00-08:00,2023-02-02T08:00:00+00:00,2023-02-03T00:00:00-08:00,2023-02-03T08:00:00+00:00,CAISO,72360.60575
2023-02-02T00:00:00-08:00,2023-02-02T08:00:00+00:00,2023-02-03T00:00:00-08:00,2023-02-03T08:00:00+00:00,NP15,6388.87107
2023-02-02T00:00:00-08:00,2023-02-02T08:00:00+00:00,2023-02-03T00:00:00-08:00,2023-02-03T08:00:00+00:00,SP15,57938.2915
2023-02-02T00:00:00-08:00,2023-02-02T08:00:00+00:00,2023-02-03T00:00:00-08:00,2023-02-03T08:00:00+00:00,ZP26,8033.44318
2023-02-03T00:00:00-08:00,2023-02-03T08:00:00+00:00,2023-02-04T00:00:00-08:00,2023-02-04T08:00:00+00:00,CAISO,52742.20849
2023-02-03T00:00:00-08:00,2023-02-03T08:00:00+00:00,2023-02-04T00:00:00-08:00,2023-02-04T08:00:00+00:00,NP15,6158.24398
2023-02-03T00:00:00-08:00,2023-02-03T08:00:00+00:00,2023-02-04T00:00:00-08:00,2023-02-04T08:00:00+00:00,SP15,37729.31633
2023-02-03T00:00:00-08:00,2023-02-03T08:00:00+00:00,2023-02-04T00:00:00-08:00,2023-02-04T08:00:00+00:00,ZP26,8854.64818
2023-02-04T00:00:00-08:00,2023-02-04T08:00:00+00:00,2023-02-05T00:00:00-08:00,2023-02-05T08:00:00+00:00,CAISO,69547.31925
2023-02-04T00:00:00-08:00,2023-02-04T08:00:00+00:00,2023-02-05T00:00:00-08:00,2023-02-05T08:00:00+00:00,NP15,6328.29531
2023-02-04T00:00:00-08:00,2023-02-04T08:00:00+00:00,2023-02-05T00:00:00-08:00,2023-02-05T08:00:00+00:00,SP15,56046.62442
2023-02-04T00:00:00-08:00,2023-02-04T08:00:00+00:00,2023-02-05T00:00:00-08:00,2023-02-05T08:00:00+00:00,ZP26,7172.39952
2023-02-05T00:00:00-08:00,2023-02-05T08:00:00+00:00,2023-02-06T00:00:00-08:00,2023-02-06T08:00:00+00:00,CAISO,60129.29022
2023-02-05T00:00:00-08:00,2023-02-05T08:00:00+00:00,2023-02-06T00:00:00-08:00,2023-02-06T08:00:00+00:00,NP15,7246.19081
2023-02-05T00:00:00-08:00,2023-02-05T08:00:00+00:00,2023-02-06T00:00:00-08:00,2023-02-06T08:00:00+00:00,SP15,48304.3259
2023-02-05T00:00:00-08:00,2023-02-05T08:00:00+00:00,2023-02-06T00:00:00-08:00,2023-02-06T08:00:00+00:00,ZP26,4578.77351
2023-02-06T00:00:00-08:00,2023-02-06T08:00:00+00:00,2023-02-07T00:00:00-08:00,2023-02-07T08:00:00+00:00,CAISO,80854.44449
2023-02-06T00:00:00-08:00,2023-02-06T08:00:00+00:00,2023-02-07T00:00:00-08:00,2023-02-07T08:00:00+00:00,NP15,10627.82784
2023-02-06T00:00:00-08:00,2023-02-06T08:00:00+00:00,2023-02-07T00:00:00-08:00,2023-02-07T08:00:00+00:00,SP15,61873.50855
2023-02-06T00:00:00-08:00,2023-02-06T08:00:00+00:00,2023-02-07T00:00:00-08:00,2023-02-07T08:00:00+00:00,ZP26,8353.1081
2023-02-07T00:00:00-08:00,2023-02-07T08:00:00+00:00,2023-02-08T00:00:00-08:00,2023-02-08T08:00:00+00:00,CAISO,85936.23242
2023-02-07T00:00:00-08:00,2023-02-07T08:00:00+00:00,2023-02-08T00:00:00-08:00,2023-02-08T08:00:00+00:00,NP15,8905.78492
2023-02-07T00:00:00-08:00,2023-02-07T08:00:00+00:00,2023-02-08T00:00:00-08:00,2023-02-08T08:00:00+00:00,SP15,66870.27699
2023-02-07T00:00:00-08:00,2023-02-07T08:00:00+00:00,2023-02-08T00:00:00-08:00,2023-02-08T08:00:00+00:00,ZP26,10160.17051
2023-02-08T00:00:00-08:00,2023-02-08T08:00:00+00:00,2023-02-09T00:00:00-08:00,2023-02-09T08:00:00+00:00,CAISO,91197.15488
2023-02-08T00:00:00-08:00,2023-02-08T08:00:00+00:00,2023-02-09T00:00:00-08:00,2023-02-09T08:00:00+00:00,NP15,11590.93953
2023-02-08T00:00:00-08:00,2023-02-08T08:00:00+00:00,2023-02-09T00:00:00-08:00,2023-02-09T08:00:00+00:00,SP15,67053.49247
2023-02-08T00:00:00-08:00,2023-02-08T08:00:00+00:00,2023-02-09T00:00:00-08:00,2023-02-09T08:00:00+00:00,ZP26,12552.72288
2023-02-09T00:00:00-08:00,2023-02-09T08:00:00+00:00,2023-02-10T00:00:00-08:00,2023-02-10T08:00:00+00:00,CAISO,92915.90706
2023-02-09T00:00:00-08:00,2023-02-09T08:00:00+00:00,2023-02-10T00:00:00-08:00,2023-02-10T08:00:00+00:00,NP15,11304.21468
2023-02-09T00:00:00-08:00,2023-02-09T08:00:00+00:00,2023-02-10T00:00:00-08:00,2023-02-10T08:00:00+00:00,SP15,69475.26706
2023-02-09T00:00:00-08:00,2023-02-09T08:00:00+00:00,2023-02-10T00:00:00-08:00,2023-02-10T08:00:00+00:00,ZP26,12136.42532
2023-02-10T00:00:00-08:00,2023-02-10T08:00:00+00:00,2023-02-11T00:00:00-08:00,2023-02-11T08:00:00+00:00,CAISO,91670.66695
2023-02-10T00:00:00-08:00,2023-02-10T08:00:00+00:00,2023-02-11T00:00:00-08:00,2023-02-11T08:00:00+00:00,NP15,10166.28028
2023-02-10T00:00:00-08:00,2023-02-10T08:00:00+00:00,2023-02-11T00:00:00-08:00,2023-02-11T08:00:00+00:00,SP15,69581.01344
2023-02-10T00:00:00-08:00,2023-02-10T08:00:00+00:00,2023-02-11T00:00:00-08:00,2023-02-11T08:00:00+00:00,ZP26,11923.37323
2023-02-11T00:00:00-08:00,2023-02-11T08:00:00+00:00,2023-02-12T00:00:00-08:00,2023-02-12T08:00:00+00:00,CAISO,79072.98528
2023-02-11T00:00:00-08:00,2023-02-11T08:00:00+00:00,2023-02-12T00:00:00-08:00,2023-02-12T08:00:00+00:00,NP15,10006.88972
2023-02-11T00:00:00-08:00,2023-02-11T08:00:00+00:00,2023-02-12T00:00:00-08:00,2023-02-12T08:00:00+00:00,SP15,60204.95741
2023-02-11T00:00:00-08:00,2023-02-11T08:00:00+00:00,2023-02-12T00:00:00-08:00,2023-02-12T08:00:00+00:00,ZP26,8861.13815
2023-02-12T00:00:00-08:00,2023-02-12T08:00:00+00:00,2023-02-13T00:00:00-08:00,2023-02-13T08:00:00+00:00,CAISO,66241.30187
2023-02-12T00:00:00-08:00,2023-02-12T08:00:00+00:00,2023-02-13T00:00:00-08:00,2023-02-13T08:00:00+00:00,NP15,12395.71435
2023-02-12T00:00:00-08:00,2023-02-12T08:00:00+00:00,2023-02-13T00:00:00-08:00,2023-02-13T08:00:00+00:00,SP15,41851.2742
2023-02-12T00:00:00-08:00,2023-02-12T08:00:00+00:00,2023-02-13T00:00:00-08:00,2023-02-13T08:00:00+00:00,ZP26,11994.31332
2023-02-13T00:00:00-08:00,2023-02-13T08:00:00+00:00,2023-02-14T00:00:00-08:00,2023-02-14T08:00:00+00:00,CAISO,84430.4118
