interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,wind
2023-01-01T10:00:00-05:00,2023-01-01T15:00:00+00:00,2023-01-01T11:00:00-05:00,2023-01-01T16:00:00+00:00,2066
2023-01-01T11:00:00-05:00,2023-01-01T16:00:00+00:00,2023-01-01T12:00:00-05:00,2023-01-01T17:00:00+00:00,1754
2023-01-01T12:00:00-05:00,2023-01-01T17:00:00+00:00,2023-01-01T13:00:00-05:00,2023-01-01T18:00:00+00:00,1556
2023-01-01T13:00:00-05:00,2023-01-01T18:00:00+00:00,2023-01-01T14:00:00-05:00,2023-01-01T19:00:00+00:00,1568
2023-01-01T14:00:00-05:00,2023-01-01T19:00:00+00:00,2023-01-01T15:00:00-05:00,2023-01-01T20:00:00+00:00,1494
2023-01-01T15:00:00-05:00,2023-01-01T20:00:00+00:00,2023-01-01T16:00:00-05:00,2023-01-01T21:00:00+00:00,1373
2023-01-01T16:00:00-05:00,2023-01-01T21:00:00+00:00,2023-01-01T17:00:00-05:00,2023-01-01T22:00:00+00:00,958
2023-01-01T17:00:00-05:00,2023-01-01T22:00:00+00:00,2023-01-01T18:00:00-05:00,2023-01-01T23:00:00+00:00,1028
2023-01-01T18:00:00-05:00,2023-01-01T23:00:00+00:00,2023-01-01T19:00:00-05:00,2023-01-02T00:00:00+00:00,1269
2023-01-01T19:00:00-05:00,2023-01-02T00:00:00+00:00,2023-01-01T20:00:00-05:00,2023-01-02T01:00:00+00:00,1363
2023-01-01T20:00:00-05:00,2023-01-02T01:00:00+00:00,2023-01-01T21:00:00-05:00,2023-01-02T02:00:00+00:00,1366
2023-01-01T21:00:00-05:00,2023-01-02T02:00:00+00:00,2023-01-01T22:00:00-05:00,2023-01-02T03:00:00+00:00,1563
2023-01-01T22:00:00-05:00,2023-01-02T03:00:00+00:00,2023-01-01T23:00:00-05:00,2023-01-02T04:00:00+00:00,1527
2023-01-01T23:00:00-05:00,2023-01-02T04:00:00+00:00,2023-01-02T00:00:00-05:00,2023-01-02T05:00:00+00:00,1360
2023-01-02T00:00:00-05:00,2023-01-02T05:00:00+00:00,2023-01-02T01:00:00-05:00,2023-01-02T06:00:00+00:00,1060
2023-01-02T01:00:00-05:00,2023-01-02T06:00:00+00:00,2023-01-02T02:00:00-05:00,2023-01-02T07:00:00+00:00,991
2023-01-02T02:00:00-05:00,2023-01-02T07:00:00+00:00,2023-01-02T03:00:00-05:00,2023-01-02T08:00:00+00:00,1023
2023-01-02T03:00:00-05:00,2023-01-02T08:00:00+00:00,2023-01-02T04:00:00-05:00,2023-01-02T09:00:00+00:00,1272
2023-01-02T04:00:00-05:00,2023-01-02T09:00:00+00:00,2023-01-02T05:00:00-05:00,2023-01-02T10:00:00+00:00,1452
2023-01-02T05:00:00-05:00,2023-01-02T10:00:00+00:00,2023-01-02T06:00:00-05:00,2023-01-02T11:00:00+00:00,1191
2023-01-02T06:00:00-05:00,2023-01-02T11:00:00+00:00,2023-01-02T07:00:00-05:00,2023-01-02T12:00:00+00:00,1232
2023-01-02T07:00:00-05:00,2023-01-02T12:00:00+00:00,2023-01-02T08:00:00-05:00,2023-01-02T13:00:00+00:00,1336
2023-01-02T08:00:00-05:00,2023-01-02T13:00:00+00:00,2023-01-02T09:00:00-05:00,2023-01-02T14:00:00+00:00,1132
2023-01-02T09:00:00-05:00,2023-01-02T14:00:00+00:00,2023-01-02T10:00:00-05:00,2023-01-02T15:00:00+00:00,1406
2023-01-02T10:00:00-05:00,2023-01-02T15:00:00+00:00,2023-01-02T11:00:00-05:00,2023-01-02T16:00:00+00:00,1333
2023-01-02T11:00:00-05:00,2023-01-02T16:00:00+00:00,2023-01-02T12:00:00-05:00,2023-01-02T17:00:00+00:00,1176
2023-01-02T12:00:00-05:00,2023-01-02T17:00:00+00:00,2023-01-02T13:00:00-05:00,2023-01-02T18:00:00+00:00,979
2023-01-02T13:00:00-05:00,2023-01-02T18:00:00+00:00,2023-01-02T14:00:00-05:00,2023-01-02T19:00:00+00:00,604
2023-01-02T14:00:00-05:00,2023-01-02T19:00:00+00:00,2023-01-02T15:00:00-05:00,2023-01-02T20:00:00+00:00,502
2023-01-02T15:00:00-05:00,2023-01-02T20:00:00+00:00,2023-01-02T16:00:00-05:00,2023-01-02T21:00:00+00:00,622
2023-01-02T16:00:00-05:00,2023-01-02T21:00:00+00:00,2023-01-02T17:00:00-05:00,2023-01-02T22:00:00+00:00,1080
2023-01-02T17:00:00-05:00,2023-01-02T22:00:00+00:00,2023-01-02T18:00:00-05:00,2023-01-02T23:00:00+00:00,1510
2023-01-02T18:00:00-05:00,2023-01-02T23:00:00+00:00,2023-01-02T19:00:00-05:00,2023-01-03T00:00:00+00:00,2001
2023-01-02T19:00:00-05:00,2023-01-03T00:00:00+00:00,2023-01-02T20:00:00-05:00,2023-01-03T01:00:00+00:00,2497
2023-01-02T20:00:00-05:00,2023-01-03T01:00:00+00:00,2023-01-02T21:00:00-05:00,2023-01-03T02:00:00+00:00,2398
2023-01-02T21:00:00-05:00,2023-01-03T02:00:00+00:00,2023-01-02T22:00:00-05:00,2023-01-03T03:00:00+00:00,2782
2023-01-02T22:00:00-05:00,2023-01-03T03:00:00+00:00,2023-01-02T23:00:00-05:00,2023-01-03T04:00:00+00:00,3259
2023-01-02T23:00:00-05:00,2023-01-03T04:00:00+00:00,2023-01-03T00:00:00-05:00,2023-01-03T05:00:00+00:00,3786
2023-01-03T00:00:00-05:00,2023-01-03T05:00:00+00:00,2023-01-03T01:00:00-05:00,2023-01-03T06:00:00+00:00,4148
2023-01-03T01:00:00-05:00,2023-01-03T06:00:00+00:00,2023-01-03T02:00:00-05:00,2023-01-03T07:00:00+00:00,4211
2023-01-03T02:00:00-05:00,2023-01-03T07:00:00+00:00,2023-01-03T03:00:00-05:00,2023-01-03T08:00:00+00:00,3868
2023-01-03T03:00:00-05:00,2023-01-03T08:00:00+00:00,2023-01-03T04:00:00-05:00,2023-01-03T09:00:00+00:00,3827
2023-01-03T04:00:00-05:00,2023-01-03T09:00:00+00:00,2023-01-03T05:00:00-05:00,2023-01-03T10:00:00+00:00,3920
2023-01-03T05:00:00-05:00,2023-01-03T10:00:00+00:00,2023-01-03T06:00:00-05:00,2023-01-03T11:00:00+00:00,3764
2023-01-03T06:00:00-05:00,2023-01-03T11:00:00+00:00,2023-01-03T07:00:00-05:00,2023-01-03T12:00:00+00:00,3448
2023-01-03T07:00:00-05:00,2023-01-03T12:00:00+00:00,2023-01-03T08:00:00-05:00,2023-01-03T13:00:00+00:00,3675
2023-01-03T08:00:00-05:00,2023-01-03T13:00:00+00:00,2023-01-03T09:00:00-05:00,2023-01-03T14:00:00+00:00,3988
2023-01-03T09:00:00-05:00,2023-01-03T14:00:00+00:00,2023-01-03T10:00:00-05:00,2023-01-03T15:00:00+00:00,4584
2023-01-03T10:00:00-05:00,2023-01-03T15:00:00+00:00,2023-01-03T11:00:00-05:00,2023-01-03T16:00:00+00:00,4774
2023-01-03T11:00:00-05:00,2023-01-03T16:00:00+00:00,2023-01-03T12:00:00-05:00,2023-01-03T17:00:00+00:00,4789
2023-01-03T12:00:00-05:00,2023-01-03T17:00:00+00:00,2023-01-03T13:00:00-05:00,2023-01-03T18:00:00+00:00,4986
2023-01-03T13:00:00-05:00,2023-01-03T18:00:00+00:00,2023-01-03T14:00:00-05:00,2023-01-03T19:00:00+00:00,5132
2023-01-03T14:00:00-05:00,2023-01-03T19:00:00+00:00,2023-01-03T15:00:00-05:00,2023-01-03T20:00:00+00:00,5516
2023-01-03T15:00:00-05:00,2023-01-03T20:00:00+00:00,2023-01-03T16:00:00-05:00,2023-01-03T21:00:00+00:00,4490
2023-01-03T16:00:00-05:00,2023-01-03T21:00:00+00:00,2023-01-03T17:00:00-05:00,2023-01-03T22:00:00+00:00,3613
2023-01-03T17:00:00-05:00,2023-01-03T22:00:00+00:00,2023-01-03T18:00:00-05:00,2023-01-03T23:00:00+00:00,3778
2023-01-03T18:00:00-05:00,2023-01-03T23:00:00+00:00,2023-01-03T19:00:00-05:00,2023-01-04T00:00:00+00:00,4529
2023-01-03T19:00:00-05:00,2023-01-04T00:00:00+00:00,2023-01-03T20:00:00-05:00,2023-01-04T01:00:00+00:00,5787
2023-01-03T20:00:00-05:00,2023-01-04T01:00:00+00:00,2023-01-03T21:00:00-05:00,2023-01-04T02:00:00+00:00,6283
2023-01-03T21:00:00-05:00,2023-01-04T02:00:00+00:00,2023-01-03T22:00:00-05:00,2023-01-04T03:00:00+00:00,6882
2023-01-03T22:00:00-05:00,2023-01-04T03:00:00+00:00,2023-01-03T23:00:00-05:00,2023-01-04T04:00:00+00:00,6936
2023-01-03T23:00:00-05:00,2023-01-04T04:00:00+00:00,2023-01-04T00:00:00-05:00,2023-01-04T05:00:00+00:00,6418
2023-01-04T00:00:00-05:00,2023-01-04T05:00:00+00:00,2023-01-04T01:00:00-05:00,2023-01-04T06:00:00+00:00,5953
2023-01-04T01:00:00-05:00,2023-01-04T06:00:00+00:00,2023-01-04T02:00:00-05:00,2023-01-04T07:00:00+00:00,5323
2023-01-04T02:00:00-05:00,2023-01-04T07:00:00+00:00,2023-01-04T03:00:00-05:00,2023-01-04T08:00:00+00:00,4282
2023-01-04T03:00:00-05:00,2023-01-04T08:00:00+00:00,2023-01-04T04:00:00-05:00,2023-01-04T09:00:00+00:00,3440
2023-01-04T04:00:00-05:00,2023-01-04T09:00:00+00:00,2023-01-04T05:00:00-05:00,2023-01-04T10:00:00+00:00,3338
2023-01-04T05:00:00-05:00,2023-01-04T10:00:00+00:00,2023-01-04T06:00:00-05:00,2023-01-04T11:00:00+00:00,2685
2023-01-04T06:00:00-05:00,2023-01-04T11:00:00+00:00,2023-01-04T07:00:00-05:00,2023-01-04T12:00:00+00:00,2761
2023-01-04T07:00:00-05:00,2023-01-04T12:00:00+00:00,2023-01-04T08:00:00-05:00,2023-01-04T13:00:00+00:00,2197
2023-01-04T08:00:00-05:00,2023-01-04T13:00:00+00:00,2023-01-04T09:00:00-05:00,2023-01-04T14:00:00+00:00,1974
2023-01-04T09:00:00-05:00,2023-01-04T14:00:00+00:00,2023-01-04T10:00:00-05:00,2023-01-04T15:00:00+00:00,2346
2023-01-04T10:00:00-05:00,2023-01-04T15:00:00+00:00,2023-01-04T11:00:00-05:00,2023-01-04T16:00:00+00:00,2360
2023-01-04T11:00:00-05:00,2023-01-04T16:00:00+00:00,2023-01-04T12:00:00-05:00,2023-01-04T17:00:00+00:00,3206
2023-01-04T12:00:00-05:00,2023-01-04T17:00:00+00:00,2023-01-04T13:00:00-05:00,2023-01-04T18:00:00+00:00,4031
2023-01-04T13:00:00-05:00,2023-01-04T18:00:00+00:00,2023-01-04T14:00:00-05:00,2023-01-04T19:00:00+00:00,4502
2023-01-04T14:00:00-05:00,2023-01-04T19:00:00+00:00,2023-01-04T15:00:00-05:00,2023-01-04T20:00:00+00:00,5182
2023-01-04T15:00:00-05:00,2023-01-04T20:00:00+00:00,2023-01-04T16:00:00-05:00,2023-01-04T21:00:00+00:00,5144
2023-01-04T16:00:00-05:00,2023-01-04T21:00:00+00:00,2023-01-04T17:00:00-05:00,2023-01-04T22:00:00+00:00,4420
2023-01-04T17:00:00-05:00,2023-01-04T22:00:00+00:00,2023-01-04T18:00:00-05:00,2023-01-04T23:00:00+00:00,4514
2023-01-04T18:00:00-05:00,2023-01-04T23:00:00+00:00,2023-01-04T19:00:00-05:00,2023-01-05T00:00:00+00:00,4230
2023-01-04T19:00:00-05:00,2023-01-05T00:00:00+00:00,2023-01-04T20:00:00-05:00,2023-01-05T01:00:00+00:00,4272
2023-01-04T20:00:00-05:00,2023-01-05T01:00:00+00:00,2023-01-04T21:00:00-05:00,2023-01-05T02:00:00+00:00,3905
2023-01-04T21:00:00-05:00,2023-01-05T02:00:00+00:00,2023-01-04T22:00:00-05:00,2023-01-05T03:00:00+00:00,3999
2023-01-04T22:00:00-05:00,2023-01-05T03:00:00+00:00,2023-01-04T23:00:00-05:00,2023-01-05T04:00:00+00:00,4777
2023-01-04T23:00:00-05:00,2023-01-05T04:00:00+00:00,2023-01-05T00:00:00-05:00,2023-01-05T05:00:00+00:00,4943
2023-01-05T00:00:00-05:00,2023-01-05T05:00:00+00:00,2023-01-05T01:00:00-05:00,2023-01-05T06:00:00+00:00,4453
2023-01-05T01:00:00-05:00,2023-01-05T06:00:00+00:00,2023-01-05T02:00:00-05:00,2023-01-05T07:00:00+00:00,3887
2023-01-05T02:00:00-05:00,2023-01-05T07:00:00+00:00,2023-01-05T03:00:00-05:00,2023-01-05T08:00:00+00:00,2925
2023-01-05T03:00:00-05:00,2023-01-05T08:00:00+00:00,2023-01-05T04:00:00-05:00,2023-01-05T09:00:00+00:00,3042
2023-01-05T04:00:00-05:00,2023-01-05T09:00:00+00:00,2023-01-05T05:00:00-05:00,2023-01-05T10:00:00+00:00,2759
2023-01-05T05:00:00-05:00,2023-01-05T10:00:00+00:00,2023-01-05T06:00:00-05:00,2023-01-05T11:00:00+00:00,2565
2023-01-05T06:00:00-05:00,2023-01-05T11:00:00+00:00,2023-01-05T07:00:00-05:00,2023-01-05T12:00:00+00:00,2388
2023-01-05T07:00:00-05:00,2023-01-05T12:00:00+00:00,2023-01-05T08:00:00-05:00,2023-01-05T13:00:00+00:00,2667
2023-01-05T08:00:00-05:00,2023-01-05T13:00:00+00:00,2023-01-05T09:00:00-05:00,2023-01-05T14:00:00+00:00,2661
2023-01-05T09:00:00-05:00,2023-01-05T14:00:00+00:00,2023-01-05T10:00:00-05:00,2023-01-05T15:00:00+00:00,2647
2023-01-05T10:00:00-05:00,2023-01-05T15:00:00+00:00,2023-01-05T11:00:00-05:00,2023-01-05T16:00:00+00:00,3152
2023-01-05T11:00:00-05:00,2023-01-05T16:00:00+00:00,2023-01-05T12:00:00-05:00,2023-01-05T17:00:00+00:00,3667
2023-01-05T12:00:00-05:00,2023-01-05T17:00:00+00:00,2023-01-05T13:00:00-05:00,2023-01-05T18:00:00+00:00,4312
2023-01-05T13:00:00-05:00,2023-01-05T18:00:00+00:00,2023-01-05T14:00:00-05:00,2023-01-05T19:00:00+00:00,4773
2023-01-05T14:00:00-05:00,2023-01-05T19:00:00+00:00,2023-01-05T15:00:00-05:00,2023-01-05T20:00:00+00:00,5037
2023-01-05T15:00:00-05:00,2023-01-05T20:00:00+00:00,2023-01-05T16:00:00-05:00,2023-01-05T21:00:00+00:00,5637
2023-01-05T16:00:00-05:00,2023-01-05T21:00:00+00:00,2023-01-05T17:00:00-05:00,2023-01-05T22:00:00+00:00,5505
2023-01-05T17:00:00-05:00,2023-01-05T22:00:00+00:00,2023-01-05T18:00:00-05:00,2023-01-05T23:00:00+00:00,5257
2023-01-05T18:00:00-05:00,2023-01-05T23:00:00+00:00,2023-01-05T19:00:00-05:00,2023-01-06T00:00:00+00:00,5183
2023-01-05T19:00:00-05:00,2023-01-06T00:00:00+00:00,2023-01-05T20:00:00-05:00,2023-01-06T01:00:00+00:00,5340
2023-01-05T20:00:00-05:00,2023-01-06T01:00:00+00:00,2023-01-05T21:00:00-05:00,2023-01-06T02:00:00+00:00,5613
2023-01-05T21:00:00-05:00,2023-01-06T02:00:00+00:00,2023-01-05T22:00:00-05:00,2023-01-06T03:00:00+00:00,6102
2023-01-05T22:00:00-05:00,2023-01-06T03:00:00+00:00,2023-01-05T23:00:00-05:00,2023-01-06T04:00:00+00:00,5838
2023-01-05T23:00:00-05:00,2023-01-06T04:00:00+00:00,2023-01-06T00:00:00-05:00,2023-01-06T05:00:00+00:00,5230
2023-01-06T00:00:00-05:00,2023-01-06T05:00:00+00:00,2023-01-06T01:00:00-05:00,2023-01-06T06:00:00+00:00,5433
2023-01-06T01:00:00-05:00,2023-01-06T06:00:00+00:00,2023-01-06T02:00:00-05:00,2023-01-06T07:00:00+00:00,5736
2023-01-06T02:00:00-05:00,2023-01-06T07:00:00+00:00,2023-01-06T03:00:00-05:00,2023-01-06T08:00:00+00:00,4825
2023-01-06T03:00:00-05:00,2023-01-06T08:00:00+00:00,2023-01-06T04:00:00-05:00,2023-01-06T09:00:00+00:00,3999
2023-01-06T04:00:00-05:00,2023-01-06T09:00:00+00:00,2023-01-06T05:00:00-05:00,2023-01-06T10:00:00+00:00,3910
2023-01-06T05:00:00-05:00,2023-01-06T10:00:00+00:00,2023-01-06T06:00:00-05:00,2023-01-06T11:00:00+00:00,3786
2023-01-06T06:00:00-05:00,2023-01-06T11:00:00+00:00,2023-01-06T07:00:00-05:00,2023-01-06T12:00:00+00:00,3076
2023-01-06T07:00:00-05:00,2023-01-06T12:00:00+00:00,2023-01-06T08:00:00-05:00,2023-01-06T13:00:00+00:00,2611
2023-01-06T08:00:00-05:00,2023-01-06T13:00:00+00:00,2023-01-06T09:00:00-05:00,2023-01-06T14:00:00+00:00,2073
2023-01-06T09:00:00-05:00,2023-01-06T14:00:00+00:00,2023-01-06T10:00:00-05:00,2023-01-06T15:00:00+00:00,2220
2023-01-06T10:00:00-05:00,2023-01-06T15:00:00+00:00,2023-01-06T11:00:00-05:00,2023-01-06T16:00:00+00:00,2113
2023-01-06T11:00:00-05:00,2023-01-06T16:00:00+00:00,2023-01-06T12:00:00-05:00,2023-01-06T17:00:00+00:00,2598
2023-01-06T12:00:00-05:00,2023-01-06T17:00:00+00:00,2023-01-06T13:00:00-05:00,2023-01-06T18:00:00+00:00,2750
2023-01-06T13:00:00-05:00,2023-01-06T18:00:00+00:00,2023-01-06T14:00:00-05:00,2023-01-06T19:00:00+00:00,2444
2023-01-06T14:00:00-05:00,2023-01-06T19:00:00+00:00,2023-01-06T15:00:00-05:00,2023-01-06T20:00:00+00:00,2055
2023-01-06T15:00:00-05:00,2023-01-06T20:00:00+00:00,2023-01-06T16:00:00-05:00,2023-01-06T21:00:00+00:00,1771
2023-01-06T16:00:00-05:00,2023-01-06T21:00:00+00:00,2023-01-06T17:00:00-05:00,2023-01-06T22:00:00+00:00,1459
2023-01-06T17:00:00-05:00,2023-01-06T22:00:00+00:00,2023-01-06T18:00:00-05:00,2023-01-06T23:00:00+00:00,1326
2023-01-06T18:00:00-05:00,2023-01-06T23:00:00+00:00,2023-01-06T19:00:00-05:00,2023-01-07T00:00:00+00:00,1352
2023-01-06T19:00:00-05:00,2023-01-07T00:00:00+00:00,2023-01-06T20:00:00-05:00,2023-01-07T01:00:00+00:00,1152
2023-01-06T20:00:00-05:00,2023-01-07T01:00:00+00:00,2023-01-06T21:00:00-05:00,2023-01-07T02:00:00+00:00,929
2023-01-06T21:00:00-05:00,2023-01-07T02:00:00+00:00,2023-01-06T22:00:00-05:00,2023-01-07T03:00:00+00:00,974
2023-01-06T22:00:00-05:00,2023-01-07T03:00:00+00:00,2023-01-06T23:00:00-05:00,2023-01-07T04:00:00+00:00,963
2023-01-06T23:00:00-05:00,2023-01-07T04:00:00+00:00,2023-01-07T00:00:00-05:00,2023-01-07T05:00:00+00:00,640
2023-01-07T00:00:00-05:00,2023-01-07T05:00:00+00:00,2023-01-07T01:00:00-05:00,2023-01-07T06:00:00+00:00,663
2023-01-07T01:00:00-05:00,2023-01-07T06:00:00+00:00,2023-01-07T02:00:00-05:00,2023-01-07T07:00:00+00:00,681
2023-01-07T02:00:00-05:00,2023-01-07T07:00:00+00:00,2023-01-07T03:00:00-05:00,2023-01-07T08:00:00+00:00,672
2023-01-07T03:00:00-05:00,2023-01-07T08:00:00+00:00,2023-01-07T04:00:00-05:00,2023-01-07T09:00:00+00:00,1197
2023-01-07T04:00:00-05:00,2023-01-07T09:00:00+00:00,2023-01-07T05:00:00-05:00,2023-01-07T10:00:00+00:00,1314
2023-01-07T05:00:00-05:00,2023-01-07T10:00:00+00:00,2023-01-07T06:00:00-05:00,2023-01-07T11:00:00+00:00,1321
2023-01-07T06:00:00-05:00,2023-01-07T11:00:00+00:00,2023-01-07T07:00:00-05:00,2023-01-07T12:00:00+00:00,1412
2023-01-07T07:00:00-05:00,2023-01-07T12:00:00+00:00,2023-01-07T08:00:00-05:00,2023-01-07T13:00:00+00:00,1777
2023-01-07T08:00:00-05:00,2023-01-07T13:00:00+00:00,2023-01-07T09:00:00-05:00,2023-01-07T14:00:00+00:00,1850
2023-01-07T09:00:00-05:00,2023-01-07T14:00:00+00:00,2023-01-07T10:00:00-05:00,2023-01-07T15:00:00+00:00,2118
2023-01-07T10:00:00-05:00,2023-01-07T15:00:00+00:00,2023-01-07T11:00:00-05:00,2023-01-07T16:00:00+00:00,1925
2023-01-07T11:00:00-05:00,2023-01-07T16:00:00+00:00,2023-01-07T12:00:00-05:00,2023-01-07T17:00:00+00:00,1872
2023-01-07T12:00:00-05:00,2023-01-07T17:00:00+00:00,2023-01-07T13:00:00-05:00,2023-01-07T18:00:00+00:00,1514
2023-01-07T13:00:00-05:00,2023-01-07T18:00:00+00:00,2023-01-07T14:00:00-05:00,2023-01-07T19:00:00+00:00,1317
2023-01-07T14:00:00-05:00,2023-01-07T19:00:00+00:00,2023-01-07T15:00:00-05:00,2023-01-07T20:00:00+00:00,1472
2023-01-07T15:00:00-05:00,2023-01-07T20:00:00+00:00,2023-01-07T16:00:00-05:00,2023-01-07T21:00:00+00:00,1355
2023-01-07T16:00:00-05:00,2023-01-07T21:00:00+00:00,2023-01-07T17:00:00-05:00,2023-01-07T22:00:00+00:00,1175
2023-01-07T17:00:00-05:00,2023-01-07T22:00:00+00:00,2023-01-07T18:00:00-05:00,2023-01-07T23:00:00+00:00,1349
2023-01-07T18:00:00-05:00,2023-01-07T23:00:00+00:00,2023-01-07T19:00:00-05:00,2023-01-08T00:00:00+00:00,1594
2023-01-07T19:00:00-05:00,2023-01-08T00:00:00+00:00,2023-01-07T20:00:00-05:00,2023-01-08T01:00:00+00:00,1566
2023-01-07T20:00:00-05:00,2023-01-08T01:00:00+00:00,2023-01-07T21:00:00-05:00,2023-01-08T02:00:00+00:00,1375
2023-01-07T21:00:00-05:00,2023-01-08T02:00:00+00:00,2023-01-07T22:00:00-05:00,2023-01-08T03:00:00+00:00,1363
2023-01-07T22:00:00-05:00,2023-01-08T03:00:00+00:00,2023-01-07T23:00:00-05:00,2023-01-08T04:00:00+00:00,1249
2023-01-07T23:00:00-05:00,2023-01-08T04:00:00+00:00,2023-01-08T00:00:00-05:00,2023-01-08T05:00:00+00:00,1460
2023-01-08T00:00:00-05:00,2023-01-08T05:00:00+00:00,2023-01-08T01:00:00-05:00,2023-01-08T06:00:00+00:00,1093
2023-01-08T01:00:00-05:00,2023-01-08T06:00:00+00:00,2023-01-08T02:00:00-05:00,2023-01-08T07:00:00+00:00,760
2023-01-08T02:00:00-05:00,2023-01-08T07:00:00+00:00,2023-01-08T03:00:00-05:00,2023-01-08T08:00:00+00:00,836
2023-01-08T03:00:00-05:00,2023-01-08T08:00:00+00:00,2023-01-08T04:00:00-05:00,2023-01-08T09:00:00+00:00,1089
2023-01-08T04:00:00-05:00,2023-01-08T09:00:00+00:00,2023-01-08T05:00:00-05:00,2023-01-08T10:00:00+00:00,969
2023-01-08T05:00:00-05:00,2023-01-08T10:00:00+00:00,2023-01-08T06:00:00-05:00,2023-01-08T11:00:00+00:00,1095
2023-01-08T06:00:00-05:00,2023-01-08T11:00:00+00:00,2023-01-08T07:00:00-05:00,2023-01-08T12:00:00+00:00,885
2023-01-08T07:00:00-05:00,2023-01-08T12:00:00+00:00,2023-01-08T08:00:00-05:00,2023-01-08T13:00:00+00:00,869
2023-01-08T08:00:00-05:00,2023-01-08T13:00:00+00:00,2023-01-08T09:00:00-05:00,2023-01-08T14:00:00+00:00,894
2023-01-08T09:00:00-05:00,2023-01-08T14:00:00+00:00,2023-01-08T10:00:00-05:00,2023-01-08T15:00:00+00:00,627
2023-01-08T10:00:00-05:00,2023-01-08T15:00:00+00:00,2023-01-08T11:00:00-05:00,2023-01-08T16:00:00+00:00,442
2023-01-08T11:00:00-05:00,2023-01-08T16:00:00+00:00,2023-01-08T12:00:00-05:00,2023-01-08T17:00:00+00:00,412
2023-01-08T12:00:00-05:00,2023-01-08T17:00:00+00:00,2023-01-08T13:00:00-05:00,2023-01-08T18:00:00+00:00,328
2023-01-08T13:00:00-05:00,2023-01-08T18:00:00+00:00,2023-01-08T14:00:00-05:00,2023-01-08T19:00:00+00:00,426
2023-01-08T14:00:00-05:00,2023-01-08T19:00:00+00:00,2023-01-08T15:00:00-05:00,2023-01-08T20:00:00+00:00,540
2023-01-08T15:00:00-05:00,2023-01-08T20:00:00+00:00,2023-01-08T16:00:00-05:00,2023-01-08T21:00:00+00:00,622
2023-01-08T16:00:00-05:00,2023-01-08T21:00:00+00:00,2023-01-08T17:00:00-05:00,2023-01-08T22:00:00+00:00,635
2023-01-08T17:00:00-05:00,2023-01-08T22:00:00+00:00,2023-01-08T18:00:00-05:00,2023-01-08T23:00:00+00:00,718
2023-01-08T18:00:00-05:00,2023-01-08T23:00:00+00:00,2023-01-08T19:00:00-05:00,2023-01-09T00:00:00+00:00,644
2023-01-08T19:00:00-05:00,2023-01-09T00:00:00+00:00,2023-01-08T20:00:00-05:00,2023-01-09T01:00:00+00:00,844
2023-01-08T20:00:00-05:00,2023-01-09T01:00:00+00:00,2023-01-08T21:00:00-05:00,2023-01-09T02:00:00+00:00,957
2023-01-08T21:00:00-05:00,2023-01-09T02:00:00+00:00,2023-01-08T22:00:00-05:00,2023-01-09T03:00:00+00:00,876
2023-01-08T22:00:00-05:00,2023-01-09T03:00:00+00:00,2023-01-08T23:00:00-05:00,2023-01-09T04:00:00+00:00,1064
