interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,location,lmp,energy,congestion,loss
2023-01-01T12:00:00-06:00,2023-01-01T18:00:00+00:00,2023-01-01T13:00:00-06:00,2023-01-01T19:00:00+00:00,SPPNORTH_HUB,35.0336,34.3422,-0.1711,0.8625
2023-01-01T13:00:00-06:00,2023-01-01T19:00:00+00:00,2023-01-01T14:00:00-06:00,2023-01-01T20:00:00+00:00,SPPNORTH_HUB,30.5402,30.0609,-0.2037,0.683
2023-01-01T14:00:00-06:00,2023-01-01T20:00:00+00:00,2023-01-01T15:00:00-06:00,2023-01-01T21:00:00+00:00,SPPNORTH_HUB,34.2107,33.7023,-0.1754,0.6838
2023-01-01T15:00:00-06:00,2023-01-01T21:00:00+00:00,2023-01-01T16:00:00-06:00,2023-01-01T22:00:00+00:00,SPPNORTH_HUB,34.3553,33.7653,-0.1267,0.7167
2023-01-01T16:00:00-06:00,2023-01-01T22:00:00+00:00,2023-01-01T17:00:00-06:00,2023-01-01T23:00:00+00:00,SPPNORTH_HUB,34.6686,33.8885,-0.0854,0.8655
2023-01-01T17:00:00-06:00,2023-01-01T23:00:00+00:00,2023-01-01T18:00:00-06:00,2023-01-02T00:00:00+00:00,SPPNORTH_HUB,32.3007,31.0841,0.1,1.1166
2023-01-01T18:00:00-06:00,2023-01-02T00:00:00+00:00,2023-01-01T19:00:00-06:00,2023-01-02T01:00:00+00:00,SPPNORTH_HUB,32.392,30.7823,0.5018,1.1079
2023-01-01T19:00:00-06:00,2023-01-02T01:00:00+00:00,2023-01-01T20:00:00-06:00,2023-01-02T02:00:00+00:00,SPPNORTH_HUB,24.8597,24.0168,0.1901,0.6528
2023-01-01T20:00:00-06:00,2023-01-02T02:00:00+00:00,2023-01-01T21:00:00-06:00,2023-01-02T03:00:00+00:00,SPPNORTH_HUB,22.7514,22.5218,-0.1157,0.3453
2023-01-01T21:00:00-06:00,2023-01-02T03:00:00+00:00,2023-01-01T22:00:00-06:00,2023-01-02T04:00:00+00:00,SPPNORTH_HUB,20.8929,21.6192,-0.7864,0.0601
2023-01-01T22:00:00-06:00,2023-01-02T04:00:00+00:00,2023-01-01T23:00:00-06:00,2023-01-02T05:00:00+00:00,SPPNORTH_HUB,19.722,20.8284,-0.9727,-0.1337
2023-01-01T23:00:00-06:00,2023-01-02T05:00:00+00:00,2023-01-02T00:00:00-06:00,2023-01-02T06:00:00+00:00,SPPNORTH_HUB,18.1921,19.7293,-1.2403,-0.2969
2023-01-02T00:00:00-06:00,2023-01-02T06:00:00+00:00,2023-01-02T01:00:00-06:00,2023-01-02T07:00:00+00:00,SPPNORTH_HUB,24.481,22.592,1.3357,0.5533
2023-01-02T01:00:00-06:00,2023-01-02T07:00:00+00:00,2023-01-02T02:00:00-06:00,2023-01-02T08:00:00+00:00,SPPNORTH_HUB,20.333,18.9754,0.9562,0.4014
2023-01-02T02:00:00-06:00,2023-01-02T08:00:00+00:00,2023-01-02T03:00:00-06:00,2023-01-02T09:00:00+00:00,SPPNORTH_HUB,18.9051,17.5628,0.9845,0.3578
2023-01-02T03:00:00-06:00,2023-01-02T09:00:00+00:00,2023-01-02T04:00:00-06:00,2023-01-02T10:00:00+00:00,SPPNORTH_HUB,19.3163,17.9205,1.0735,0.3223
2023-01-02T04:00:00-06:00,2023-01-02T10:00:00+00:00,2023-01-02T05:00:00-06:00,2023-01-02T11:00:00+00:00,SPPNORTH_HUB,19.3711,18.3243,0.7244,0.3224
2023-01-02T05:00:00-06:00,2023-01-02T11:00:00+00:00,2023-01-02T06:00:00-06:00,2023-01-02T12:00:00+00:00,SPPNORTH_HUB,19.445,18.8255,0.3023,0.3172
2023-01-02T06:00:00-06:00,2023-01-02T12:00:00+00:00,2023-01-02T07:00:00-06:00,2023-01-02T13:00:00+00:00,SPPNORTH_HUB,19.4018,19.3425,-0.1753,0.2346
2023-01-02T07:00:00-06:00,2023-01-02T13:00:00+00:00,2023-01-02T08:00:00-06:00,2023-01-02T14:00:00+00:00,SPPNORTH_HUB,25.3385,25.1707,-0.1747,0.3425
2023-01-02T08:00:00-06:00,2023-01-02T14:00:00+00:00,2023-01-02T09:00:00-06:00,2023-01-02T15:00:00+00:00,SPPNORTH_HUB,25.8567,25.4356,0.0647,0.3564
2023-01-02T09:00:00-06:00,2023-01-02T15:00:00+00:00,2023-01-02T10:00:00-06:00,2023-01-02T16:00:00+00:00,SPPNORTH_HUB,26.6458,26.0942,0.1783,0.3733
2023-01-02T10:00:00-06:00,2023-01-02T16:00:00+00:00,2023-01-02T11:00:00-06:00,2023-01-02T17:00:00+00:00,SPPNORTH_HUB,25.8723,25.0182,0.4089,0.4452
2023-01-02T11:00:00-06:00,2023-01-02T17:00:00+00:00,2023-01-02T12:00:00-06:00,2023-01-02T18:00:00+00:00,SPPNORTH_HUB,26.2711,24.9635,0.8886,0.419
2023-01-02T12:00:00-06:00,2023-01-02T18:00:00+00:00,2023-01-02T13:00:00-06:00,2023-01-02T19:00:00+00:00,SPPNORTH_HUB,26.1611,24.8661,0.9336,0.3614
2023-01-02T13:00:00-06:00,2023-01-02T19:00:00+00:00,2023-01-02T14:00:00-06:00,2023-01-02T20:00:00+00:00,SPPNORTH_HUB,24.0084,23.0459,0.6639,0.2986
2023-01-02T14:00:00-06:00,2023-01-02T20:00:00+00:00,2023-01-02T15:00:00-06:00,2023-01-02T21:00:00+00:00,SPPNORTH_HUB,22.9421,22.4021,0.3576,0.1824
2023-01-02T15:00:00-06:00,2023-01-02T21:00:00+00:00,2023-01-02T16:00:00-06:00,2023-01-02T22:00:00+00:00,SPPNORTH_HUB,22.6999,22.5409,-0.0086,0.1676
2023-01-02T16:00:00-06:00,2023-01-02T22:00:00+00:00,2023-01-02T17:00:00-06:00,2023-01-02T23:00:00+00:00,SPPNORTH_HUB,23.8495,23.8741,-0.3055,0.2809
2023-01-02T17:00:00-06:00,2023-01-02T23:00:00+00:00,2023-01-02T18:00:00-06:00,2023-01-03T00:00:00+00:00,SPPNORTH_HUB,25.2595,26.0367,-1.1279,0.3507
2023-01-02T18:00:00-06:00,2023-01-03T00:00:00+00:00,2023-01-02T19:00:00-06:00,2023-01-03T01:00:00+00:00,SPPNORTH_HUB,19.4622,21.86,-2.6163,0.2185
2023-01-02T19:00:00-06:00,2023-01-03T01:00:00+00:00,2023-01-02T20:00:00-06:00,2023-01-03T02:00:00+00:00,SPPNORTH_HUB,16.6859,20.8957,-4.3711,0.1613
2023-01-02T20:00:00-06:00,2023-01-03T02:00:00+00:00,2023-01-02T21:00:00-06:00,2023-01-03T03:00:00+00:00,SPPNORTH_HUB,16.4767,19.5313,-3.1389,0.0843
2023-01-02T21:00:00-06:00,2023-01-03T03:00:00+00:00,2023-01-02T22:00:00-06:00,2023-01-03T04:00:00+00:00,SPPNORTH_HUB,13.3061,16.4105,-3.1084,0.004
2023-01-02T22:00:00-06:00,2023-01-03T04:00:00+00:00,2023-01-02T23:00:00-06:00,2023-01-03T05:00:00+00:00,SPPNORTH_HUB,11.5456,13.6936,-2.2518,0.1038
2023-01-02T23:00:00-06:00,2023-01-03T05:00:00+00:00,2023-01-03T00:00:00-06:00,2023-01-03T06:00:00+00:00,SPPNORTH_HUB,2.8452,5.0253,-2.2439,0.0638
2023-01-03T00:00:00-06:00,2023-01-03T06:00:00+00:00,2023-01-03T01:00:00-06:00,2023-01-03T07:00:00+00:00,SPPNORTH_HUB,8.3925,10.3054,-1.7494,-0.1635
2023-01-03T01:00:00-06:00,2023-01-03T07:00:00+00:00,2023-01-03T02:00:00-06:00,2023-01-03T08:00:00+00:00,SPPNORTH_HUB,4.8876,4.9796,-0.0886,-0.0034
2023-01-03T02:00:00-06:00,2023-01-03T08:00:00+00:00,2023-01-03T03:00:00-06:00,2023-01-03T09:00:00+00:00,SPPNORTH_HUB,4.4986,4.4242,0.0388,0.0356
2023-01-03T03:00:00-06:00,2023-01-03T09:00:00+00:00,2023-01-03T04:00:00-06:00,2023-01-03T10:00:00+00:00,SPPNORTH_HUB,4.2938,4.0893,0.15,0.0545
2023-01-03T04:00:00-06:00,2023-01-03T10:00:00+00:00,2023-01-03T05:00:00-06:00,2023-01-03T11:00:00+00:00,SPPNORTH_HUB,9.8293,9.5694,0.1409,0.119
2023-01-03T05:00:00-06:00,2023-01-03T11:00:00+00:00,2023-01-03T06:00:00-06:00,2023-01-03T12:00:00+00:00,SPPNORTH_HUB,16.3353,15.7604,0.4768,0.0981
2023-01-03T06:00:00-06:00,2023-01-03T12:00:00+00:00,2023-01-03T07:00:00-06:00,2023-01-03T13:00:00+00:00,SPPNORTH_HUB,17.8854,18.5916,-0.6789,-0.0273
2023-01-03T07:00:00-06:00,2023-01-03T13:00:00+00:00,2023-01-03T08:00:00-06:00,2023-01-03T14:00:00+00:00,SPPNORTH_HUB,21.3534,21.2859,-0.1609,0.2284
2023-01-03T08:00:00-06:00,2023-01-03T14:00:00+00:00,2023-01-03T09:00:00-06:00,2023-01-03T15:00:00+00:00,SPPNORTH_HUB,22.5865,21.524,0.9433,0.1192
2023-01-03T09:00:00-06:00,2023-01-03T15:00:00+00:00,2023-01-03T10:00:00-06:00,2023-01-03T16:00:00+00:00,SPPNORTH_HUB,23.2898,22.248,1.0156,0.0262
2023-01-03T10:00:00-06:00,2023-01-03T16:00:00+00:00,2023-01-03T11:00:00-06:00,2023-01-03T17:00:00+00:00,SPPNORTH_HUB,20.8723,20.1794,0.783,-0.0901
2023-01-03T11:00:00-06:00,2023-01-03T17:00:00+00:00,2023-01-03T12:00:00-06:00,2023-01-03T18:00:00+00:00,SPPNORTH_HUB,18.8864,19.2768,-0.2974,-0.093
2023-01-03T12:00:00-06:00,2023-01-03T18:00:00+00:00,2023-01-03T13:00:00-06:00,2023-01-03T19:00:00+00:00,SPPNORTH_HUB,19.0515,20.2368,-0.9874,-0.1979
2023-01-03T13:00:00-06:00,2023-01-03T19:00:00+00:00,2023-01-03T14:00:00-06:00,2023-01-03T20:00:00+00:00,SPPNORTH_HUB,20.3943,21.3901,-0.8328,-0.163
2023-01-03T14:00:00-06:00,2023-01-03T20:00:00+00:00,2023-01-03T15:00:00-06:00,2023-01-03T21:00:00+00:00,SPPNORTH_HUB,19.4425,21.137,-1.4099,-0.2846
2023-01-03T15:00:00-06:00,2023-01-03T21:00:00+00:00,2023-01-03T16:00:00-06:00,2023-01-03T22:00:00+00:00,SPPNORTH_HUB,18.5431,20.4757,-1.6299,-0.3027
2023-01-03T16:00:00-06:00,2023-01-03T22:00:00+00:00,2023-01-03T17:00:00-06:00,2023-01-03T23:00:00+00:00,SPPNORTH_HUB,22.4814,24.7714,-1.9133,-0.3767
2023-01-03T17:00:00-06:00,2023-01-03T23:00:00+00:00,2023-01-03T18:00:00-06:00,2023-01-04T00:00:00+00:00,SPPNORTH_HUB,29.298,33.0668,-3.2134,-0.5554
2023-01-03T18:00:00-06:00,2023-01-04T00:00:00+00:00,2023-01-03T19:00:00-06:00,2023-01-04T01:00:00+00:00,SPPNORTH_HUB,29.9717,33.4217,-2.6663,-0.7837
2023-01-03T19:00:00-06:00,2023-01-04T01:00:00+00:00,2023-01-03T20:00:00-06:00,2023-01-04T02:00:00+00:00,SPPNORTH_HUB,26.5189,29.9341,-2.5797,-0.8355
2023-01-03T20:00:00-06:00,2023-01-04T02:00:00+00:00,2023-01-03T21:00:00-06:00,2023-01-04T03:00:00+00:00,SPPNORTH_HUB,21.0493,22.7012,-1.1733,-0.4786
2023-01-03T21:00:00-06:00,2023-01-04T03:00:00+00:00,2023-01-03T22:00:00-06:00,2023-01-04T04:00:00+00:00,SPPNORTH_HUB,18.8747,20.5187,-1.2578,-0.3862
2023-01-03T22:00:00-06:00,2023-01-04T04:00:00+00:00,2023-01-03T23:00:00-06:00,2023-01-04T05:00:00+00:00,SPPNORTH_HUB,18.3184,19.3061,-0.8446,-0.1431
2023-01-03T23:00:00-06:00,2023-01-04T05:00:00+00:00,2023-01-04T00:00:00-06:00,2023-01-04T06:00:00+00:00,SPPNORTH_HUB,17.2846,18.1854,-0.8334,-0.0674
2023-01-04T00:00:00-06:00,2023-01-04T06:00:00+00:00,2023-01-04T01:00:00-06:00,2023-01-04T07:00:00+00:00,SPPNORTH_HUB,24.0378,24.9466,-0.5446,-0.3642
2023-01-04T01:00:00-06:00,2023-01-04T07:00:00+00:00,2023-01-04T02:00:00-06:00,2023-01-04T08:00:00+00:00,SPPNORTH_HUB,20.5608,21.432,-0.5644,-0.3068
2023-01-04T02:00:00-06:00,2023-01-04T08:00:00+00:00,2023-01-04T03:00:00-06:00,2023-01-04T09:00:00+00:00,SPPNORTH_HUB,23.2833,24.27,-0.6409,-0.3458
2023-01-04T03:00:00-06:00,2023-01-04T09:00:00+00:00,2023-01-04T04:00:00-06:00,2023-01-04T10:00:00+00:00,SPPNORTH_HUB,27.1456,27.6492,-0.1757,-0.3279
2023-01-04T04:00:00-06:00,2023-01-04T10:00:00+00:00,2023-01-04T05:00:00-06:00,2023-01-04T11:00:00+00:00,SPPNORTH_HUB,27.7731,28.3865,-0.4712,-0.1422
2023-01-04T05:00:00-06:00,2023-01-04T11:00:00+00:00,2023-01-04T06:00:00-06:00,2023-01-04T12:00:00+00:00,SPPNORTH_HUB,36.5086,37.5941,-1.0149,-0.0706
2023-01-04T06:00:00-06:00,2023-01-04T12:00:00+00:00,2023-01-04T07:00:00-06:00,2023-01-04T13:00:00+00:00,SPPNORTH_HUB,43.9343,44.8231,-0.8223,-0.0665
2023-01-04T07:00:00-06:00,2023-01-04T13:00:00+00:00,2023-01-04T08:00:00-06:00,2023-01-04T14:00:00+00:00,SPPNORTH_HUB,48.4551,48.6406,-0.4463,0.2608
2023-01-04T08:00:00-06:00,2023-01-04T14:00:00+00:00,2023-01-04T09:00:00-06:00,2023-01-04T15:00:00+00:00,SPPNORTH_HUB,41.3286,42.0892,-0.8018,0.0412
2023-01-04T09:00:00-06:00,2023-01-04T15:00:00+00:00,2023-01-04T10:00:00-06:00,2023-01-04T16:00:00+00:00,SPPNORTH_HUB,44.4148,45.1141,-0.6999,0.0006
2023-01-04T10:00:00-06:00,2023-01-04T16:00:00+00:00,2023-01-04T11:00:00-06:00,2023-01-04T17:00:00+00:00,SPPNORTH_HUB,43.0164,44.3596,-1.1903,-0.1529
2023-01-04T11:00:00-06:00,2023-01-04T17:00:00+00:00,2023-01-04T12:00:00-06:00,2023-01-04T18:00:00+00:00,SPPNORTH_HUB,32.741,34.2791,-1.4364,-0.1017
2023-01-04T12:00:00-06:00,2023-01-04T18:00:00+00:00,2023-01-04T13:00:00-06:00,2023-01-04T19:00:00+00:00,SPPNORTH_HUB,28.3766,29.6883,-1.3325,0.0208
2023-01-04T13:00:00-06:00,2023-01-04T19:00:00+00:00,2023-01-04T14:00:00-06:00,2023-01-04T20:00:00+00:00,SPPNORTH_HUB,24.055,25.4612,-1.5176,0.1114
2023-01-04T14:00:00-06:00,2023-01-04T20:00:00+00:00,2023-01-04T15:00:00-06:00,2023-01-04T21:00:00+00:00,SPPNORTH_HUB,20.755,23.2782,-2.5602,0.037
2023-01-04T15:00:00-06:00,2023-01-04T21:00:00+00:00,2023-01-04T16:00:00-06:00,2023-01-04T22:00:00+00:00,SPPNORTH_HUB,22.8223,23.3601,-0.517,-0.0208
2023-01-04T16:00:00-06:00,2023-01-04T22:00:00+00:00,2023-01-04T17:00:00-06:00,2023-01-04T23:00:00+00:00,SPPNORTH_HUB,29.0813,30.7056,-1.4689,-0.1554
2023-01-04T17:00:00-06:00,2023-01-04T23:00:00+00:00,2023-01-04T18:00:00-06:00,2023-01-05T00:00:00+00:00,SPPNORTH_HUB,40.1017,42.5882,-2.1574,-0.3291
2023-01-04T18:00:00-06:00,2023-01-05T00:00:00+00:00,2023-01-04T19:00:00-06:00,2023-01-05T01:00:00+00:00,SPPNORTH_HUB,32.6859,35.2301,-1.9861,-0.5581
2023-01-04T19:00:00-06:00,2023-01-05T01:00:00+00:00,2023-01-04T20:00:00-06:00,2023-01-05T02:00:00+00:00,SPPNORTH_HUB,25.7522,29.4786,-3.0672,-0.6592
2023-01-04T20:00:00-06:00,2023-01-05T02:00:00+00:00,2023-01-04T21:00:00-06:00,2023-01-05T03:00:00+00:00,SPPNORTH_HUB,20.8727,27.3481,-5.9714,-0.504
2023-01-04T21:00:00-06:00,2023-01-05T03:00:00+00:00,2023-01-04T22:00:00-06:00,2023-01-05T04:00:00+00:00,SPPNORTH_HUB,18.4646,24.8136,-5.8622,-0.4868
