timestamp,utc_timestamp,zone_name,lmp,timezone
2024-07-01 21:00:00,2024-07-02 02:00:00,west,27.86,CST
2024-07-01 21:00:00,2024-07-02 02:00:00,west,31.1,CST
2024-07-01 22:00:00,2024-07-02 03:00:00,west,21.37,CST
2024-07-01 22:00:00,2024-07-02 03:00:00,west,23.88,CST
2024-07-01 23:00:00,2024-07-02 04:00:00,west,13.86,CST
2024-07-01 23:00:00,2024-07-02 04:00:00,west,15.95,CST
2024-07-02 00:00:00,2024-07-02 05:00:00,west,7.91,CST
2024-07-02 00:00:00,2024-07-02 05:00:00,west,9.45,CST
2024-07-02 01:00:00,2024-07-02 06:00:00,west,5.91,CST
2024-07-02 01:00:00,2024-07-02 06:00:00,west,7.2,CST
2024-07-02 02:00:00,2024-07-02 07:00:00,west,6.62,CST
2024-07-02 02:00:00,2024-07-02 07:00:00,west,7.62,CST
2024-07-02 03:00:00,2024-07-02 08:00:00,west,6.04,CST
2024-07-02 03:00:00,2024-07-02 08:00:00,west,7.04,CST
2024-07-02 04:00:00,2024-07-02 09:00:00,west,8.46,CST
2024-07-02 04:00:00,2024-07-02 09:00:00,west,9.42,CST
2024-07-02 05:00:00,2024-07-02 10:00:00,west,13.87,CST
2024-07-02 05:00:00,2024-07-02 10:00:00,west,14.87,CST
2024-07-02 06:00:00,2024-07-02 11:00:00,west,13.91,CST
2024-07-02 06:00:00,2024-07-02 11:00:00,west,15.16,CST
2024-07-02 07:00:00,2024-07-02 12:00:00,west,7.77,CST
2024-07-02 07:00:00,2024-07-02 12:00:00,west,7.65,CST
2024-07-02 08:00:00,2024-07-02 13:00:00,west,-2.03,CST
2024-07-02 08:00:00,2024-07-02 13:00:00,west,-2.65,CST
2024-07-02 09:00:00,2024-07-02 14:00:00,west,-3.86,CST
2024-07-02 09:00:00,2024-07-02 14:00:00,west,-4.3,CST
2024-07-02 10:00:00,2024-07-02 15:00:00,west,-1.76,CST
2024-07-02 10:00:00,2024-07-02 15:00:00,west,-1.87,CST
2024-07-02 11:00:00,2024-07-02 16:00:00,west,-1.33,CST
2024-07-02 11:00:00,2024-07-02 16:00:00,west,-1.6,CST
2024-07-02 12:00:00,2024-07-02 17:00:00,west,1.43,CST
2024-07-02 12:00:00,2024-07-02 17:00:00,west,1.37,CST
2024-07-02 13:00:00,2024-07-02 18:00:00,west,4.59,CST
2024-07-02 13:00:00,2024-07-02 18:00:00,west,6.88,CST
2024-07-02 14:00:00,2024-07-02 19:00:00,west,8.53,CST
2024-07-02 14:00:00,2024-07-02 19:00:00,west,11.63,CST
2024-07-02 15:00:00,2024-07-02 20:00:00,west,13.96,CST
2024-07-02 15:00:00,2024-07-02 20:00:00,west,16.56,CST
2024-07-02 16:00:00,2024-07-02 21:00:00,west,12.83,CST
2024-07-02 16:00:00,2024-07-02 21:00:00,west,15.48,CST
2024-07-02 17:00:00,2024-07-02 22:00:00,west,11.82,CST
2024-07-02 17:00:00,2024-07-02 22:00:00,west,14.57,CST
2024-07-02 18:00:00,2024-07-02 23:00:00,west,12.4,CST
2024-07-02 18:00:00,2024-07-02 23:00:00,west,14.72,CST
2024-07-02 19:00:00,2024-07-03 00:00:00,west,33.86,CST
2024-07-02 19:00:00,2024-07-03 00:00:00,west,34.82,CST
2024-07-02 20:00:00,2024-07-03 01:00:00,west,46.44,CST
2024-07-02 20:00:00,2024-07-03 01:00:00,west,48.12,CST
2024-07-02 21:00:00,2024-07-03 02:00:00,west,29.7,CST
2024-07-02 21:00:00,2024-07-03 02:00:00,west,31.41,CST
2024-07-02 22:00:00,2024-07-03 03:00:00,west,22.04,CST
2024-07-02 22:00:00,2024-07-03 03:00:00,west,23.6,CST
2024-07-02 23:00:00,2024-07-03 04:00:00,west,17.7,CST
2024-07-02 23:00:00,2024-07-03 04:00:00,west,19.14,CST
2024-07-03 00:00:00,2024-07-03 05:00:00,west,13.85,CST
2024-07-03 00:00:00,2024-07-03 05:00:00,west,14.94,CST
2024-07-03 01:00:00,2024-07-03 06:00:00,west,12.72,CST
2024-07-03 01:00:00,2024-07-03 06:00:00,west,13.72,CST
2024-07-03 02:00:00,2024-07-03 07:00:00,west,12.74,CST
2024-07-03 02:00:00,2024-07-03 07:00:00,west,13.56,CST
2024-07-03 03:00:00,2024-07-03 08:00:00,west,14.05,CST
2024-07-03 03:00:00,2024-07-03 08:00:00,west,14.71,CST
2024-07-03 04:00:00,2024-07-03 09:00:00,west,14.79,CST
2024-07-03 04:00:00,2024-07-03 09:00:00,west,15.31,CST
2024-07-03 05:00:00,2024-07-03 10:00:00,west,15.83,CST
2024-07-03 05:00:00,2024-07-03 10:00:00,west,16.41,CST
2024-07-03 06:00:00,2024-07-03 11:00:00,west,16.27,CST
2024-07-03 06:00:00,2024-07-03 11:00:00,west,16.82,CST
2024-07-03 07:00:00,2024-07-03 12:00:00,west,13.58,CST
2024-07-03 07:00:00,2024-07-03 12:00:00,west,13.61,CST
2024-07-03 08:00:00,2024-07-03 13:00:00,west,9.62,CST
2024-07-03 08:00:00,2024-07-03 13:00:00,west,9.87,CST
2024-07-03 09:00:00,2024-07-03 14:00:00,west,7.07,CST
2024-07-03 09:00:00,2024-07-03 14:00:00,west,7.58,CST
2024-07-03 10:00:00,2024-07-03 15:00:00,west,9.07,CST
2024-07-03 10:00:00,2024-07-03 15:00:00,west,9.87,CST
2024-07-03 11:00:00,2024-07-03 16:00:00,west,14.63,CST
2024-07-03 11:00:00,2024-07-03 16:00:00,west,16.17,CST
2024-07-03 12:00:00,2024-07-03 17:00:00,west,17.76,CST
2024-07-03 12:00:00,2024-07-03 17:00:00,west,19.76,CST
2024-07-03 13:00:00,2024-07-03 18:00:00,west,24.05,CST
2024-07-03 13:00:00,2024-07-03 18:00:00,west,26.59,CST
2024-07-03 14:00:00,2024-07-03 19:00:00,west,23.31,CST
2024-07-03 14:00:00,2024-07-03 19:00:00,west,26.47,CST
2024-07-03 15:00:00,2024-07-03 20:00:00,west,24.18,CST
2024-07-03 15:00:00,2024-07-03 20:00:00,west,27.61,CST
2024-07-03 16:00:00,2024-07-03 21:00:00,west,21.51,CST
2024-07-03 16:00:00,2024-07-03 21:00:00,west,24.97,CST
2024-07-03 17:00:00,2024-07-03 22:00:00,west,18.02,CST
2024-07-03 17:00:00,2024-07-03 22:00:00,west,21.39,CST
2024-07-03 18:00:00,2024-07-03 23:00:00,west,18.41,CST
2024-07-03 18:00:00,2024-07-03 23:00:00,west,21.77,CST
2024-07-03 19:00:00,2024-07-04 00:00:00,west,40.64,CST
2024-07-03 19:00:00,2024-07-04 00:00:00,west,42.01,CST
2024-07-03 20:00:00,2024-07-04 01:00:00,west,46.72,CST
2024-07-03 20:00:00,2024-07-04 01:00:00,west,47.91,CST
2024-07-03 21:00:00,2024-07-04 02:00:00,west,28.15,CST
2024-07-03 21:00:00,2024-07-04 02:00:00,west,29.79,CST
2024-07-03 22:00:00,2024-07-04 03:00:00,west,25.87,CST
2024-07-03 22:00:00,2024-07-04 03:00:00,west,27.4,CST
2024-07-03 23:00:00,2024-07-04 04:00:00,west,20.52,CST
2024-07-03 23:00:00,2024-07-04 04:00:00,west,21.84,CST
2024-07-04 00:00:00,2024-07-04 05:00:00,west,18.2,CST
2024-07-04 00:00:00,2024-07-04 05:00:00,west,19.22,CST
2024-07-04 01:00:00,2024-07-04 06:00:00,west,15.09,CST
2024-07-04 01:00:00,2024-07-04 06:00:00,west,15.89,CST
2024-07-04 02:00:00,2024-07-04 07:00:00,west,13.31,CST
2024-07-04 02:00:00,2024-07-04 07:00:00,west,14.5,CST
2024-07-04 03:00:00,2024-07-04 08:00:00,west,12.49,CST
2024-07-04 03:00:00,2024-07-04 08:00:00,west,13.76,CST
2024-07-04 04:00:00,2024-07-04 09:00:00,west,12.7,CST
2024-07-04 04:00:00,2024-07-04 09:00:00,west,13.95,CST
2024-07-04 05:00:00,2024-07-04 10:00:00,west,13.55,CST
2024-07-04 05:00:00,2024-07-04 10:00:00,west,14.81,CST
2024-07-04 06:00:00,2024-07-04 11:00:00,west,12.97,CST
2024-07-04 06:00:00,2024-07-04 11:00:00,west,13.82,CST
2024-07-04 07:00:00,2024-07-04 12:00:00,west,11.48,CST
2024-07-04 07:00:00,2024-07-04 12:00:00,west,11.6,CST
2024-07-04 08:00:00,2024-07-04 13:00:00,west,8.34,CST
2024-07-04 08:00:00,2024-07-04 13:00:00,west,8.31,CST
2024-07-04 09:00:00,2024-07-04 14:00:00,west,5.52,CST
2024-07-04 09:00:00,2024-07-04 14:00:00,west,5.6,CST
2024-07-04 10:00:00,2024-07-04 15:00:00,west,10.81,CST
2024-07-04 10:00:00,2024-07-04 15:00:00,west,11.2,CST
2024-07-04 11:00:00,2024-07-04 16:00:00,west,17.0,CST
2024-07-04 11:00:00,2024-07-04 16:00:00,west,17.75,CST
2024-07-04 12:00:00,2024-07-04 17:00:00,west,20.39,CST
2024-07-04 12:00:00,2024-07-04 17:00:00,west,21.78,CST
2024-07-04 13:00:00,2024-07-04 18:00:00,west,26.82,CST
2024-07-04 13:00:00,2024-07-04 18:00:00,west,28.53,CST
2024-07-04 14:00:00,2024-07-04 19:00:00,west,28.38,CST
2024-07-04 14:00:00,2024-07-04 19:00:00,west,30.53,CST
2024-07-04 15:00:00,2024-07-04 20:00:00,west,30.89,CST
2024-07-04 15:00:00,2024-07-04 20:00:00,west,33.16,CST
2024-07-04 16:00:00,2024-07-04 21:00:00,west,36.94,CST
2024-07-04 16:00:00,2024-07-04 21:00:00,west,39.43,CST
2024-07-04 17:00:00,2024-07-04 22:00:00,west,40.17,CST
2024-07-04 17:00:00,2024-07-04 22:00:00,west,43.26,CST
2024-07-04 18:00:00,2024-07-04 23:00:00,west,43.69,CST
2024-07-04 18:00:00,2024-07-04 23:00:00,west,47.13,CST
2024-07-04 19:00:00,2024-07-05 00:00:00,west,88.75,CST
2024-07-04 19:00:00,2024-07-05 00:00:00,west,93.58,CST
2024-07-04 20:00:00,2024-07-05 01:00:00,west,87.11,CST
2024-07-04 20:00:00,2024-07-05 01:00:00,west,96.62,CST
2024-07-04 21:00:00,2024-07-05 02:00:00,west,44.66,CST
2024-07-04 21:00:00,2024-07-05 02:00:00,west,56.78,CST
2024-07-04 22:00:00,2024-07-05 03:00:00,west,32.33,CST
2024-07-04 22:00:00,2024-07-05 03:00:00,west,41.49,CST
2024-07-04 23:00:00,2024-07-05 04:00:00,west,24.99,CST
2024-07-04 23:00:00,2024-07-05 04:00:00,west,33.41,CST
